OBJECTID_1,Join_Count,TARGET_FID,OBJECTID,BLDGID,MEAN_AVGHT,Shape_Leng,donut,Field1,OID_,Time_UTC,Lat,Lon,Temp_K_,DewPoint_K_,RelHumid,Pressure,RadDir_Wm_2_,RadDiff_Wm_2_,LWRad,SWNorm,SWRad,WindDir_from_,WindSpeed_ms_1_,SnowDepth_cm_,x,coord,coord_X,coord_Y,T_F,BUFF_DIST,ORIG_FID,ORIG_FID_1,Shape_Area_1,Shape_Length,Shape_Area
178,2,177,178,7200.000000000000000,94.730000000000004,0.003097107051580,0,518,518,2015-01-01_00:00:00,41.878051999999997,-87.628783999999996,268.082336000000000,254.826552999999990,33.721091999999999,100099.242188000000000,0,0,181.930648999999990,0,0,241.211746000000010,7.842155000000000,0,NA,41.878052 -87.628784;41.878899 -87.628784,-87.628783999999996,41.878051999999997,22.878204799999999,45.000000000000000,518,518,0.000000878538581,0.003789031999986,0.000000470965652
179,2,178,179,7207.000000000000000,73.760000000000005,0.003223660955050,0,536,536,2015-01-01_00:00:00,41.878872000000001,-87.633362000000005,268.055267000000010,254.810836999999990,33.777881999999998,100073.437500000000000,0,0,181.978591999999990,0,0,242.025650000000010,8.040231000000000,0,NA,41.878872 -87.633362;41.878883 -87.632202,-87.633362000000005,41.878872000000001,22.829480600000000,45.000000000000000,536,536,0.000000878548841,0.003789057999938,0.000000516463306
180,2,179,180,7236.000000000000000,88.590000000000003,0.001868191269040,0,538,538,2015-01-01_00:00:00,41.878895000000000,-87.631073000000001,268.067504999999980,254.817612000000000,33.750529999999998,100085.609375000000000,0,0,181.953583000000010,0,0,241.638152999999990,7.948305000000000,0,NA,41.878895 -87.631073;41.87973 -87.631073,-87.631073000000001,41.878895000000000,22.851509000000000,45.000000000000000,538,538,0.000000878550462,0.003789061999896,0.000000217998585
181,4,180,181,7239.000000000000000,46.560000000000002,0.002232003960750,0,537,537,2015-01-01_00:00:00,41.878883000000002,-87.632202000000007,268.061400999999990,254.814224000000000,33.764133000000001,100079.460938000000000,0,0,181.970474000000000,0,0,241.828826999999990,7.998437000000000,0,NA,41.878883 -87.632202;41.878895 -87.631073;41.879723 -87.632202;41.87973 -87.631073,-87.632202000000007,41.878883000000002,22.840521800000001,45.000000000000000,537,537,0.000000878548841,0.003789058000052,0.000000308225848
182,3,181,182,7240.000000000000000,9.460000000000001,0.002509378387700,0,538,538,2015-01-01_00:00:00,41.878895000000000,-87.631073000000001,268.067504999999980,254.817612000000000,33.750529999999998,100085.609375000000000,0,0,181.953583000000010,0,0,241.638152999999990,7.948305000000000,0,NA,41.878895 -87.631073;41.878895 -87.629944;41.879738 -87.629944,-87.631073000000001,41.878895000000000,22.851509000000000,45.000000000000000,538,538,0.000000878550462,0.003789061999896,0.000000385997964
183,4,182,183,7254.000000000000000,44.020000000000003,0.003102906589010,0,540,540,2015-01-01_00:00:00,41.878898999999997,-87.628783999999996,268.082427999999990,254.825684000000000,33.716304999999998,100098.335938000000000,0,0,181.930496000000010,0,0,241.244780999999990,7.852480000000000,0,NA,41.878899 -87.628784;41.878899 -87.627655;41.879745 -87.628784;41.879757 -87.627655,-87.628783999999996,41.878898999999997,22.878370400000001,45.000000000000000,540,540,0.000000878550462,0.003789062000010,0.000000285685248
184,6,183,184,7297.000000000000000,44.640000000000001,0.003488012822850,0,519,519,2015-01-01_00:00:00,41.878056000000001,-87.627624999999995,268.089630000000000,254.830597000000010,33.704853000000000,100105.695312000000000,0,0,181.921111999999990,0,0,241.000198000000010,7.798635000000000,0,NA,41.878056 -87.627625;41.878067 -87.626495;41.878899 -87.627655;41.878914 -87.626526;41.879757 -87.627655;41.879761 -87.626526,-87.627624999999995,41.878056000000001,22.891334000000001,45.000000000000000,519,519,0.000000878538581,0.003789032000100,0.000000556545037
185,3,184,185,7319.000000000000000,39.369999999999997,0.004884449378170,0,520,520,2015-01-01_00:00:00,41.878067000000001,-87.626495000000006,268.098235999999990,254.835311999999990,33.685344999999998,100112.453125000000000,0,0,181.909668000000010,0,0,240.818358999999990,7.754327000000000,0,NA,41.878067 -87.626495;41.878914 -87.626526;41.879761 -87.626526,-87.626495000000006,41.878067000000001,22.906824799999999,45.000000000000000,520,520,0.000000878540202,0.003789035999944,0.000000645829214
186,6,185,186,7336.000000000000000,49.799999999999997,0.007725630503180,0,521,521,2015-01-01_00:00:00,41.878067000000001,-87.625366000000000,268.105652000000020,254.839462000000000,33.669086000000000,100119.750000000000000,0,0,181.900482000000010,0,0,240.657013000000010,7.708455000000000,0,NA,41.878067 -87.625366;41.878075 -87.624207;41.878914 -87.625366;41.878918 -87.624237;41.879772 -87.625366;41.879772 -87.624237,-87.625366000000000,41.878067000000001,22.920173600000101,45.000000000000000,521,521,0.000000878540202,0.003789035999944,0.000001085589439
187,2,186,187,8063.000000000000000,94.579999999999998,0.001700456948600,0,554,554,2015-01-01_00:00:00,41.879683999999997,-87.637939000000003,268.027312999999990,254.794997999999990,33.838417000000000,100046.867188000000000,0,0,182.022338999999990,0,0,242.816452000000000,8.238758000000001,0,NA,41.879684 -87.637939;41.8797 -87.63678,-87.637939000000003,41.879683999999997,22.779163400000002,45.000000000000000,554,554,0.000000878559101,0.003789083999891,0.000000176640255
188,1,187,188,8117.000000000000000,38.850000000000001,0.001917195835510,0,564,564,2015-01-01_00:00:00,41.879761000000002,-87.626525999999998,268.097197999999990,254.832932000000000,33.678631000000003,100110.765625000000000,0,0,181.911530000000000,0,0,240.901993000000000,7.773071000000000,0,NA,41.879761 -87.626526,-87.626525999999998,41.879761000000002,22.904956400000000,45.000000000000000,564,564,0.000000878560722,0.003789088000076,0.000000190513944
189,1,188,189,8330.000000000000000,49.710000000000001,0.002479615982530,0,556,556,2015-01-01_00:00:00,41.879703999999997,-87.635650999999996,268.040833000000020,254.802307000000010,33.807338999999999,100060.000000000000000,0,0,181.994370000000000,0,0,242.441726999999990,8.141147999999999,0,NA,41.879704 -87.635651,-87.635650999999996,41.879703999999997,22.803499400000000,45.000000000000000,556,556,0.000000878559101,0.003789084000005,0.000000347657762
190,2,189,190,8340.000000000000000,10.440000000000000,0.002172427567000,0,542,542,2015-01-01_00:00:00,41.878914000000002,-87.626525999999998,268.097870000000000,254.834151999999990,33.681404000000001,100111.554688000000000,0,0,181.910782000000010,0,0,240.853577000000000,7.765368000000000,0,NA,41.878914 -87.626526;41.879761 -87.626526,-87.626525999999998,41.878914000000002,22.906165999999999,45.000000000000000,542,542,0.000000878550462,0.003789062000010,0.000000068385791
191,1,190,191,8398.000000000000000,34.210000000000001,0.002383271611940,0,558,558,2015-01-01_00:00:00,41.879719000000001,-87.633362000000005,268.054198999999980,254.809540000000000,33.776688000000000,100072.421875000000000,0,0,181.973969000000010,0,0,242.062942999999990,8.052617000000000,0,NA,41.879719 -87.633362,-87.633362000000005,41.879719000000001,22.827558199999899,45.000000000000000,558,558,0.000000878560722,0.003789088000076,0.000000351072971
192,2,191,192,8402.000000000000000,158.009999999999990,0.001941188555210,0,558,558,2015-01-01_00:00:00,41.879719000000001,-87.633362000000005,268.054198999999980,254.809540000000000,33.776688000000000,100072.421875000000000,0,0,181.973969000000010,0,0,242.062942999999990,8.052617000000000,0,NA,41.879719 -87.633362;41.879723 -87.632202,-87.633362000000005,41.879719000000001,22.827558199999899,45.000000000000000,558,558,0.000000878560722,0.003789088000076,0.000000233856893
193,2,192,193,8403.000000000000000,117.640000000000000,0.001889082206480,0,555,555,2015-01-01_00:00:00,41.879700000000000,-87.636780000000002,268.034668000000010,254.798920000000010,33.821243000000003,100053.492188000000000,0,0,182.004883000000010,0,0,242.624207000000010,8.189800000000000,0,NA,41.8797 -87.63678;41.879704 -87.635651,-87.636780000000002,41.879700000000000,22.792402400000000,45.000000000000000,555,555,0.000000878559101,0.003789084000005,0.000000196313297
194,2,193,194,8440.000000000000000,91.129999999999995,0.003432659577960,0,559,559,2015-01-01_00:00:00,41.879722999999998,-87.632202000000007,268.061127000000000,254.813292999999990,33.760807000000000,100078.562500000000000,0,0,181.963470000000000,0,0,241.891052000000000,8.003653999999999,0,NA,41.879723 -87.632202;41.87973 -87.631073,-87.632202000000007,41.879722999999998,22.840028600000000,45.000000000000000,559,559,0.000000878560722,0.003789087999962,0.000000628822716
195,2,194,195,8472.000000000000000,60.740000000000002,0.003572713732790,0,560,560,2015-01-01_00:00:00,41.879730000000002,-87.631073000000001,268.067444000000020,254.816771999999990,33.746608999999999,100084.695312000000000,0,0,181.951477000000010,0,0,241.702652000000000,7.952265000000000,0,NA,41.87973 -87.631073;41.879738 -87.629944,-87.631073000000001,41.879730000000002,22.851399200000099,45.000000000000000,560,560,0.000000878560722,0.003789087999962,0.000000647204982
196,2,195,196,8487.000000000000000,96.599999999999994,0.003869225030950,0,562,562,2015-01-01_00:00:00,41.879745000000000,-87.628783999999996,268.082550000000030,254.824905000000000,33.711742000000001,100097.429688000000000,0,0,181.929123000000000,0,0,241.318603999999990,7.864685000000000,0,NA,41.879745 -87.628784;41.879757 -87.627655,-87.628783999999996,41.879745000000000,22.878589999999999,45.000000000000000,562,562,0.000000878560722,0.003789087999962,0.000000704937233
197,1,196,197,8495.000000000000000,3.410000000000000,0.000353151249614,0,554,554,2015-01-01_00:00:00,41.879683999999997,-87.637939000000003,268.027312999999990,254.794997999999990,33.838417000000000,100046.867188000000000,0,0,182.022338999999990,0,0,242.816452000000000,8.238758000000001,0,NA,41.879684 -87.637939,-87.637939000000003,41.879683999999997,22.779163400000002,45.000000000000000,554,554,0.000000878559101,0.003789083999891,0.000000007590445
198,2,197,198,8547.000000000000000,10.020000000000000,0.002358812650640,0,542,542,2015-01-01_00:00:00,41.878914000000002,-87.626525999999998,268.097870000000000,254.834151999999990,33.681404000000001,100111.554688000000000,0,0,181.910782000000010,0,0,240.853577000000000,7.765368000000000,0,NA,41.878914 -87.626526;41.879761 -87.626526,-87.626525999999998,41.878914000000002,22.906165999999999,45.000000000000000,542,542,0.000000878550462,0.003789062000010,0.000000080960567
199,3,198,199,9170.000000000000000,72.329999999999998,0.002251433486050,0,555,555,2015-01-01_00:00:00,41.879700000000000,-87.636780000000002,268.034668000000010,254.798920000000010,33.821243000000003,100053.492188000000000,0,0,182.004883000000010,0,0,242.624207000000010,8.189800000000000,0,NA,41.8797 -87.63678;41.880543 -87.637939;41.880547 -87.63678,-87.636780000000002,41.879700000000000,22.792402400000000,45.000000000000000,555,555,0.000000878559101,0.003789084000005,0.000000296604653
200,4,199,200,9182.000000000000000,120.410000000000000,0.003359479047160,0,555,555,2015-01-01_00:00:00,41.879700000000000,-87.636780000000002,268.034668000000010,254.798920000000010,33.821243000000003,100053.492188000000000,0,0,182.004883000000010,0,0,242.624207000000010,8.189800000000000,0,NA,41.8797 -87.63678;41.879704 -87.635651;41.880547 -87.63678;41.880562 -87.635651,-87.636780000000002,41.879700000000000,22.792402400000000,45.000000000000000,555,555,0.000000878559101,0.003789084000005,0.000000558433310
201,3,200,201,9193.000000000000000,135.970000000000000,0.004507724826080,0,557,557,2015-01-01_00:00:00,41.879714999999997,-87.634490999999997,268.047363000000020,254.805861999999990,33.792473000000001,100066.328125000000000,0,0,181.981948999999990,0,0,242.258208999999990,8.093874000000000,0,NA,41.879715 -87.634491;41.880562 -87.635651;41.880566 -87.634521,-87.634490999999997,41.879714999999997,22.815253400000000,45.000000000000000,557,557,0.000000878560722,0.003789087999962,0.000001064447447
202,1,201,202,9208.000000000000000,41.320000000000000,0.001347236646660,0,579,579,2015-01-01_00:00:00,41.880566000000002,-87.634521000000007,268.046813999999980,254.804855000000000,33.790184000000004,100065.421875000000000,0,0,181.982773000000010,0,0,242.289123999999990,8.104794999999999,0,NA,41.880566 -87.634521,-87.634521000000007,41.880566000000002,22.814265200000001,45.000000000000000,579,579,0.000000878572066,0.003789116000007,0.000000113426720
203,4,202,203,9225.000000000000000,43.859999999999999,0.003400171204880,0,558,558,2015-01-01_00:00:00,41.879719000000001,-87.633362000000005,268.054198999999980,254.809540000000000,33.776688000000000,100072.421875000000000,0,0,181.973969000000010,0,0,242.062942999999990,8.052617000000000,0,NA,41.879719 -87.633362;41.879723 -87.632202;41.880569 -87.633362;41.880577 -87.632233,-87.633362000000005,41.879719000000001,22.827558199999899,45.000000000000000,558,558,0.000000878560722,0.003789088000076,0.000000602029716
204,4,203,204,9232.000000000000000,105.770000000000000,0.003405309170400,0,559,559,2015-01-01_00:00:00,41.879722999999998,-87.632202000000007,268.061127000000000,254.813292999999990,33.760807000000000,100078.562500000000000,0,0,181.963470000000000,0,0,241.891052000000000,8.003653999999999,0,NA,41.879723 -87.632202;41.87973 -87.631073;41.880577 -87.632233;41.880581 -87.631104,-87.632202000000007,41.879722999999998,22.840028600000000,45.000000000000000,559,559,0.000000878560722,0.003789087999962,0.000000514467444
205,4,204,205,9253.000000000000000,33.329999999999998,0.002262029715610,0,560,560,2015-01-01_00:00:00,41.879730000000002,-87.631073000000001,268.067444000000020,254.816771999999990,33.746608999999999,100084.695312000000000,0,0,181.951477000000010,0,0,241.702652000000000,7.952265000000000,0,NA,41.87973 -87.631073;41.879738 -87.629944;41.880581 -87.631104;41.880581 -87.629944,-87.631073000000001,41.879730000000002,22.851399200000099,45.000000000000000,560,560,0.000000878560722,0.003789087999962,0.000000318692550
206,4,205,206,9256.000000000000000,25.969999999999999,0.002039981403030,0,562,562,2015-01-01_00:00:00,41.879745000000000,-87.628783999999996,268.082550000000030,254.824905000000000,33.711742000000001,100097.429688000000000,0,0,181.929123000000000,0,0,241.318603999999990,7.864685000000000,0,NA,41.879745 -87.628784;41.879757 -87.627655;41.880592 -87.628815;41.880604 -87.627686,-87.628783999999996,41.879745000000000,22.878589999999999,45.000000000000000,562,562,0.000000878560722,0.003789087999962,0.000000235336687
207,2,206,207,9257.000000000000000,96.170000000000002,0.002587743138040,0,562,562,2015-01-01_00:00:00,41.879745000000000,-87.628783999999996,268.082550000000030,254.824905000000000,33.711742000000001,100097.429688000000000,0,0,181.929123000000000,0,0,241.318603999999990,7.864685000000000,0,NA,41.879745 -87.628784;41.880592 -87.628815,-87.628783999999996,41.879745000000000,22.878589999999999,45.000000000000000,562,562,0.000000878560722,0.003789087999962,0.000000396666422
208,2,207,208,9259.000000000000000,109.450000000000000,0.001899356220100,0,561,561,2015-01-01_00:00:00,41.879738000000003,-87.629943999999995,268.075623000000010,254.821136000000000,33.727550999999998,100091.046875000000000,0,0,181.940642999999990,0,0,241.517883000000010,7.905947000000000,0,NA,41.879738 -87.629944;41.880581 -87.629944,-87.629943999999995,41.879738000000003,22.866121400000001,45.000000000000000,561,561,0.000000878560722,0.003789088000076,0.000000230563912
209,4,208,209,9307.000000000000000,58.780000000000001,0.004810995365590,0,563,563,2015-01-01_00:00:00,41.879756999999998,-87.627655000000004,268.088958999999990,254.828461000000000,33.697544000000001,100104.039062000000000,0,0,181.922638000000010,0,0,241.101104999999990,7.821703000000000,0,NA,41.879757 -87.627655;41.879761 -87.626526;41.880604 -87.627686;41.880608 -87.626526,-87.627655000000004,41.879756999999998,22.890126200000001,45.000000000000000,563,563,0.000000878560722,0.003789087999962,0.000001104635691
210,5,209,210,9321.000000000000000,16.030000000000001,0.006723285384910,0,544,544,2015-01-01_00:00:00,41.878917999999999,-87.624236999999994,268.111511000000010,254.841872999999990,33.651833000000003,100126.140625000000000,0,0,181.888915999999990,0,0,240.514679000000000,7.677437000000000,0,NA,41.878918 -87.624237;41.878929 -87.623108;41.879772 -87.624237;41.87978 -87.623108;41.88063 -87.623108,-87.624236999999994,41.878917999999999,22.930719799999999,45.000000000000000,544,544,0.000000878550462,0.003789062000010,0.000000580276582
211,4,210,211,9325.000000000000000,67.370000000000005,0.003517244937780,0,565,565,2015-01-01_00:00:00,41.879772000000003,-87.625366000000000,268.104187000000020,254.836806999999990,33.663097000000000,100117.843750000000000,0,0,181.901047000000010,0,0,240.717254999999990,7.728365000000000,0,NA,41.879772 -87.625366;41.879772 -87.624237;41.880615 -87.625397;41.880619 -87.624237,-87.625366000000000,41.879772000000003,22.917536600000101,45.000000000000000,565,565,0.000000878560722,0.003789087999962,0.000000704126853
212,1,211,212,9420.000000000000000,3.480000000000000,0.000405093977949,0,583,583,2015-01-01_00:00:00,41.880580999999999,-87.629943999999995,268.074921000000020,254.820022999999990,33.725479000000000,100090.054688000000000,0,0,181.934967000000000,0,0,241.561813000000000,7.914747000000000,0,NA,41.880581 -87.629944,-87.629943999999995,41.880580999999999,22.864857799999999,45.000000000000000,583,583,0.000000878572066,0.003789116000007,0.000000010254102
213,4,212,213,9535.000000000000000,6.340000000000000,0.001151969376780,0,582,582,2015-01-01_00:00:00,41.880580999999999,-87.631103999999993,268.067444000000020,254.816010000000010,33.742809000000001,100083.765625000000000,0,0,181.948196000000000,0,0,241.749130000000010,7.958851000000000,0,NA,41.880581 -87.631104;41.880581 -87.629944;41.881428 -87.631104;41.881439 -87.629944,-87.631103999999993,41.880580999999999,22.851399200000099,45.000000000000000,582,582,0.000000878572066,0.003789115999894,0.000000072192302
214,2,213,214,9567.000000000000000,4.800000000000000,0.000735762050034,0,583,583,2015-01-01_00:00:00,41.880580999999999,-87.629943999999995,268.074921000000020,254.820022999999990,33.725479000000000,100090.054688000000000,0,0,181.934967000000000,0,0,241.561813000000000,7.914747000000000,0,NA,41.880581 -87.629944;41.881439 -87.629944,-87.629943999999995,41.880580999999999,22.864857799999999,45.000000000000000,583,583,0.000000878572066,0.003789116000007,0.000000028940060
215,4,214,215,9601.000000000000000,123.250000000000000,0.003139302430170,0,577,577,2015-01-01_00:00:00,41.880547000000000,-87.636780000000002,268.032989999999980,254.797394000000000,33.821998999999998,100052.546875000000000,0,0,182.004456000000000,0,0,242.649933000000000,8.200218000000000,0,NA,41.880547 -87.63678;41.880562 -87.635651;41.881393 -87.63678;41.881397 -87.635651,-87.636780000000002,41.880547000000000,22.789382000000000,45.000000000000000,577,577,0.000000878572066,0.003789115999894,0.000000554526696
216,2,215,216,9604.000000000000000,36.850000000000001,0.001156420376250,0,584,584,2015-01-01_00:00:00,41.880592000000000,-87.628815000000003,268.082245000000000,254.823944000000010,33.708492000000000,100096.468750000000000,0,0,181.926987000000000,0,0,241.371749999999990,7.874814000000000,0,NA,41.880592 -87.628815;41.881443 -87.628815,-87.628815000000003,41.880592000000000,22.878041000000000,45.000000000000000,584,584,0.000000878572066,0.003789116000007,0.000000064359676
217,4,216,217,9608.000000000000000,53.990000000000002,0.004843541980650,0,581,581,2015-01-01_00:00:00,41.880577000000002,-87.632232999999999,268.061707000000010,254.812819999999990,33.755561999999998,100077.703125000000000,0,0,181.956177000000000,0,0,241.938812000000010,8.006156000000001,0,NA,41.880577 -87.632233;41.880581 -87.631104;41.881424 -87.632233;41.881428 -87.631104,-87.632232999999999,41.880577000000002,22.841072600000000,45.000000000000000,581,581,0.000000878572066,0.003789116000007,0.000000449478730
218,4,217,218,9610.000000000000000,95.799999999999997,0.001945070457940,0,578,578,2015-01-01_00:00:00,41.880561999999998,-87.635650999999996,268.040253000000010,254.801269999999990,33.805107000000000,100059.070312000000000,0,0,181.992766999999990,0,0,242.481201000000000,8.151721000000000,0,NA,41.880562 -87.635651;41.880566 -87.634521;41.881397 -87.635651;41.881413 -87.634521,-87.635650999999996,41.880561999999998,22.802455399999999,45.000000000000000,578,578,0.000000878572066,0.003789115999894,0.000000236241427
219,2,218,219,9620.000000000000000,79.750000000000000,0.002223200298850,0,579,579,2015-01-01_00:00:00,41.880566000000002,-87.634521000000007,268.046813999999980,254.804855000000000,33.790184000000004,100065.421875000000000,0,0,181.982773000000010,0,0,242.289123999999990,8.104794999999999,0,NA,41.880566 -87.634521;41.881413 -87.634521,-87.634521000000007,41.880566000000002,22.814265200000001,45.000000000000000,579,579,0.000000878572066,0.003789116000007,0.000000306284077
220,4,219,220,9623.000000000000000,54.180000000000000,0.002703950687810,0,580,580,2015-01-01_00:00:00,41.880569000000001,-87.633362000000005,268.054657000000020,254.809035999999990,33.771877000000003,100071.640625000000000,0,0,181.968323000000000,0,0,242.102417000000000,8.056851999999999,0,NA,41.880569 -87.633362;41.880577 -87.632233;41.881416 -87.633362;41.881424 -87.632233,-87.633362000000005,41.880569000000001,22.828382600000101,45.000000000000000,580,580,0.000000878572066,0.003789116000007,0.000000431348920
221,2,220,221,9625.000000000000000,62.399999999999999,0.001407144704290,0,584,584,2015-01-01_00:00:00,41.880592000000000,-87.628815000000003,268.082245000000000,254.823944000000010,33.708492000000000,100096.468750000000000,0,0,181.926987000000000,0,0,241.371749999999990,7.874814000000000,0,NA,41.880592 -87.628815;41.881443 -87.628815,-87.628815000000003,41.880592000000000,22.878041000000000,45.000000000000000,584,584,0.000000878572066,0.003789116000007,0.000000105706293
222,2,221,222,9655.000000000000000,43.729999999999997,0.001678420135220,0,584,584,2015-01-01_00:00:00,41.880592000000000,-87.628815000000003,268.082245000000000,254.823944000000010,33.708492000000000,100096.468750000000000,0,0,181.926987000000000,0,0,241.371749999999990,7.874814000000000,0,NA,41.880592 -87.628815;41.881443 -87.628815,-87.628815000000003,41.880592000000000,22.878041000000000,45.000000000000000,584,584,0.000000878572066,0.003789116000007,0.000000157257840
223,1,222,223,9776.000000000000000,106.630000000000000,0.001579932716620,0,604,604,2015-01-01_00:00:00,41.881428000000000,-87.631103999999993,268.067535000000020,254.815323000000010,33.738940999999997,100082.968750000000000,0,0,181.944534000000000,0,0,241.790085000000000,7.967713000000000,0,NA,41.881428 -87.631104,-87.631103999999993,41.881428000000000,22.851563000000102,45.000000000000000,604,604,0.000000878583410,0.003789144000166,0.000000140206148
224,3,223,224,9923.000000000000000,78.230000000000004,0.002894288428500,0,587,587,2015-01-01_00:00:00,41.880614999999999,-87.625397000000007,268.103607000000010,254.835663000000010,33.660308999999998,100117.007812000000000,0,0,181.897476000000010,0,0,240.772887999999990,7.737601000000000,0,NA,41.880615 -87.625397;41.881462 -87.626526;41.881466 -87.625397,-87.625397000000007,41.880614999999999,22.916492600000002,45.000000000000000,587,587,0.000000878572066,0.003789116000007,0.000000517686879
225,4,224,225,10102.000000000000000,125.310000000000000,0.003484237545320,0,576,576,2015-01-01_00:00:00,41.880543000000003,-87.637939000000003,268.025909000000010,254.793610000000000,33.838520000000003,100045.859375000000000,0,0,182.019500999999990,0,0,242.826141000000010,8.246543000000001,0,NA,41.880543 -87.637939;41.880547 -87.63678;41.881393 -87.637939;41.881393 -87.63678,-87.637939000000003,41.880543000000003,22.776636199999999,45.000000000000000,576,576,0.000000878572066,0.003789116000007,0.000000823712744
226,2,225,226,10105.000000000000000,123.319999999999990,0.002516008291460,0,599,599,2015-01-01_00:00:00,41.881393000000003,-87.636780000000002,268.031524999999990,254.796005000000010,33.822387999999997,100051.710938000000000,0,0,182.003510000000010,0,0,242.668915000000000,8.206427000000000,0,NA,41.881393 -87.63678;41.881397 -87.635651,-87.636780000000002,41.881393000000003,22.786745000000000,45.000000000000000,599,599,0.000000878583410,0.003789144000052,0.000000371963665
227,2,226,227,10108.000000000000000,30.270000000000000,0.004116423401670,0,600,600,2015-01-01_00:00:00,41.881397000000000,-87.635650999999996,268.039184999999970,254.800063999999990,33.804386000000001,100058.210938000000000,0,0,181.993591000000010,0,0,242.510651000000000,8.156898999999999,0,NA,41.881397 -87.635651;41.881413 -87.634521,-87.635650999999996,41.881397000000000,22.800533000000001,45.000000000000000,600,600,0.000000878583410,0.003789144000052,0.000000543806562
228,1,227,228,10119.000000000000000,106.400000000000010,0.001577219527710,0,600,600,2015-01-01_00:00:00,41.881397000000000,-87.635650999999996,268.039184999999970,254.800063999999990,33.804386000000001,100058.210938000000000,0,0,181.993591000000010,0,0,242.510651000000000,8.156898999999999,0,NA,41.881397 -87.635651,-87.635650999999996,41.881397000000000,22.800533000000001,45.000000000000000,600,600,0.000000878583410,0.003789144000052,0.000000140869682
229,1,228,229,10121.000000000000000,155.900000000000010,0.002231787966180,0,602,602,2015-01-01_00:00:00,41.881416000000002,-87.633362000000005,268.054565000000030,254.808273000000010,33.768562000000003,100070.781250000000000,0,0,181.967743000000010,0,0,242.176041000000000,8.059060000000001,0,NA,41.881416 -87.633362,-87.633362000000005,41.881416000000002,22.828217000000102,45.000000000000000,602,602,0.000000878583410,0.003789143999938,0.000000270024202
230,2,229,230,10141.000000000000000,129.139999999999990,0.002044579363090,0,602,602,2015-01-01_00:00:00,41.881416000000002,-87.633362000000005,268.054565000000030,254.808273000000010,33.768562000000003,100070.781250000000000,0,0,181.967743000000010,0,0,242.176041000000000,8.059060000000001,0,NA,41.881416 -87.633362;41.881424 -87.632233,-87.633362000000005,41.881416000000002,22.828217000000102,45.000000000000000,602,602,0.000000878583410,0.003789143999938,0.000000251208398
231,1,230,231,10151.000000000000000,45.310000000000002,0.001777077833580,0,604,604,2015-01-01_00:00:00,41.881428000000000,-87.631103999999993,268.067535000000020,254.815323000000010,33.738940999999997,100082.968750000000000,0,0,181.944534000000000,0,0,241.790085000000000,7.967713000000000,0,NA,41.881428 -87.631104,-87.631103999999993,41.881428000000000,22.851563000000102,45.000000000000000,604,604,0.000000878583410,0.003789144000166,0.000000171728714
232,3,231,232,10153.000000000000000,71.719999999999999,0.002786655235650,0,603,603,2015-01-01_00:00:00,41.881424000000003,-87.632232999999999,268.061767999999970,254.812133999999990,33.751815999999998,100076.875000000000000,0,0,181.952652000000000,0,0,241.977371000000010,8.012502000000000,0,NA,41.881424 -87.632233;41.881428 -87.631104;41.882275 -87.632263,-87.632232999999999,41.881424000000003,22.841182399999902,45.000000000000000,603,603,0.000000878583410,0.003789144000052,0.000000355931455
233,3,232,233,10157.000000000000000,171.099999999999990,0.003375394552550,0,604,604,2015-01-01_00:00:00,41.881428000000000,-87.631103999999993,268.067535000000020,254.815323000000010,33.738940999999997,100082.968750000000000,0,0,181.944534000000000,0,0,241.790085000000000,7.967713000000000,0,NA,41.881428 -87.631104;41.881439 -87.629944;41.88229 -87.629974,-87.631103999999993,41.881428000000000,22.851563000000102,45.000000000000000,604,604,0.000000878583410,0.003789144000166,0.000000539618257
234,6,233,234,10182.000000000000000,38.320000000000000,0.003069030050220,0,584,584,2015-01-01_00:00:00,41.880592000000000,-87.628815000000003,268.082245000000000,254.823944000000010,33.708492000000000,100096.468750000000000,0,0,181.926987000000000,0,0,241.371749999999990,7.874814000000000,0,NA,41.880592 -87.628815;41.880604 -87.627686;41.881443 -87.628815;41.881451 -87.627686;41.88229 -87.628845;41.882294 -87.627686,-87.628815000000003,41.880592000000000,22.878041000000000,45.000000000000000,584,584,0.000000878572066,0.003789116000007,0.000000485557550
235,2,234,235,10183.000000000000000,117.110000000000000,0.002170860234730,0,606,606,2015-01-01_00:00:00,41.881442999999997,-87.628815000000003,268.081054999999990,254.822600999999990,33.707760000000000,100095.523438000000000,0,0,181.928513000000010,0,0,241.409882000000010,7.883916000000000,0,NA,41.881443 -87.628815;41.88229 -87.628845,-87.628815000000003,41.881442999999997,22.875899000000000,45.000000000000000,606,606,0.000000878583410,0.003789143999938,0.000000294079037
236,6,235,236,10231.000000000000000,50.159999999999997,0.005621888846720,0,585,585,2015-01-01_00:00:00,41.880603999999998,-87.627685999999997,268.088348000000000,254.827347000000000,33.694988000000002,100103.171875000000000,0,0,181.921035999999990,0,0,241.168823000000000,7.828868000000000,0,NA,41.880604 -87.627686;41.880608 -87.626526;41.881451 -87.627686;41.881462 -87.626526;41.882294 -87.627686;41.882305 -87.626556,-87.627685999999997,41.880603999999998,22.889026399999999,45.000000000000000,585,585,0.000000878572066,0.003789115999894,0.000001277707863
