"","OID","Time_UTC","Lat","Lon","Temp.K.","DewPoint.K.","RelHumid","Pressure","RadDir.Wm.2.","RadDiff.Wm.2.","LWRad","SWNorm","SWRad","WindDir.from.","WindSpeed.ms.1.","SnowDepth.cm.","x","coord","T_F"
"496",496,"2015-01-01_00:00:00",41.877193,-87.628784,268.082642,254.827682,33.725227,100099.984375,0,0,181.932892,0,0,241.142029,7.827088,0,NA,"41.877193 -87.628784",22.8787556
"497",497,"2015-01-01_00:00:00",41.877205,-87.627625,268.090424,254.832001,33.70787,100106.609375,0,0,181.92276,0,0,240.947327,7.783362,0,NA,"41.877205 -87.627625",22.8927632
"498",498,"2015-01-01_00:00:00",41.877209,-87.626495,268.098602,254.836517,33.689598,100113.335938,0,0,181.910675,0,0,240.775879,7.744261,0,NA,"41.877209 -87.626495",22.9074836
"499",499,"2015-01-01_00:00:00",41.877224,-87.625366,268.105347,254.840408,33.675335,100120.632812,0,0,181.902206,0,0,240.613129,7.699782,0,NA,"41.877224 -87.625366",22.9196246
"500",500,"2015-01-01_00:00:00",41.877228,-87.624207,268.113312,254.84494,33.658146,100128.171875,0,0,181.892212,0,0,240.432037,7.652091,0,NA,"41.877228 -87.624207",22.9339616
"501",501,"2015-01-01_00:00:00",41.877232,-87.623077,268.122162,254.849915,33.638737,100135.953125,0,0,181.879776,0,0,240.245483,7.604942,0,NA,"41.877232 -87.623077",22.9498916
"502",502,"2015-01-01_00:00:00",41.877243,-87.621948,268.13028,254.854477,33.62101,100143.789062,0,0,181.870895,0,0,240.06282,7.567477,0,NA,"41.877243 -87.621948",22.964504
"503",503,"2015-01-01_00:00:00",41.877247,-87.620789,268.138641,254.859238,33.603001,100152.117188,0,0,181.85817,0,0,239.892365,7.534207,0,NA,"41.877247 -87.620789",22.9795538
"504",504,"2015-01-01_00:00:00",41.877247,-87.619659,268.146454,254.8638,33.586746,100160.578125,0,0,181.844543,0,0,239.738266,7.497891,0,NA,"41.877247 -87.619659",22.9936172
"505",505,"2015-01-01_00:00:00",41.877251,-87.61853,268.154877,254.868683,33.569035,100169.234375,0,0,181.831985,0,0,239.57843,7.462164,0,NA,"41.877251 -87.61853",23.0087786
"506",506,"2015-01-01_00:00:00",41.877258,-87.617371,268.161896,254.872818,33.55463,100177.65625,0,0,181.81636,0,0,239.430725,7.42656,0,NA,"41.877258 -87.617371",23.0214128
"507",507,"2015-01-01_00:00:00",41.877979,-87.641327,268.004059,254.783997,33.899723,100026.992188,0,0,182.054688,0,0,243.268082,8.378036,0,NA,"41.877979 -87.641327",22.7373062
"508",508,"2015-01-01_00:00:00",41.877991,-87.640198,268.011444,254.787994,33.88274,100034.484375,0,0,182.047607,0,0,243.090057,8.329201,0,NA,"41.877991 -87.640198",22.7505992
"509",509,"2015-01-01_00:00:00",41.877995,-87.639038,268.018799,254.791977,33.86591,100041.632812,0,0,182.032272,0,0,242.906219,8.275802,0,NA,"41.877995 -87.639038",22.7638382
"510",510,"2015-01-01_00:00:00",41.877995,-87.637909,268.027924,254.796783,33.844337,100048.554688,0,0,182.022034,0,0,242.720688,8.221998,0,NA,"41.877995 -87.637909",22.7802632
"511",511,"2015-01-01_00:00:00",41.877998,-87.63678,268.035065,254.800629,33.827847,100055.1875,0,0,182.014572,0,0,242.555191,8.174675,0,NA,"41.877998 -87.63678",22.7931169999999
"512",512,"2015-01-01_00:00:00",41.878006,-87.63562,268.041046,254.80397,33.814655,100061.851562,0,0,182.005737,0,0,242.356308,8.127755,0,NA,"41.878006 -87.63562",22.8038828
"513",513,"2015-01-01_00:00:00",41.87801,-87.634491,268.049011,254.808258,33.796196,100068.242188,0,0,181.994843,0,0,242.170242,8.076702,0,NA,"41.87801 -87.634491",22.8182198
"514",514,"2015-01-01_00:00:00",41.878021,-87.633362,268.056519,254.812286,33.778839,100074.335938,0,0,181.975189,0,0,241.983963,8.029032,0,NA,"41.878021 -87.633362",22.8317342
"515",515,"2015-01-01_00:00:00",41.878029,-87.632202,268.062286,254.815521,33.766197,100080.4375,0,0,181.96373,0,0,241.794632,7.985281,0,NA,"41.878029 -87.632202",22.8421147999999
"516",516,"2015-01-01_00:00:00",41.878036,-87.631073,268.068359,254.818909,33.752724,100086.570312,0,0,181.954681,0,0,241.603561,7.93947,0,NA,"41.878036 -87.631073",22.8530462
"517",517,"2015-01-01_00:00:00",41.878044,-87.629913,268.07489,254.822495,33.738037,100092.929688,0,0,181.937012,0,0,241.402832,7.889921,0,NA,"41.878044 -87.629913",22.8648019999999
"518",518,"2015-01-01_00:00:00",41.878052,-87.628784,268.082336,254.826553,33.721092,100099.242188,0,0,181.930649,0,0,241.211746,7.842155,0,NA,"41.878052 -87.628784",22.8782048
"519",519,"2015-01-01_00:00:00",41.878056,-87.627625,268.08963,254.830597,33.704853,100105.695312,0,0,181.921112,0,0,241.000198,7.798635,0,NA,"41.878056 -87.627625",22.891334
"520",520,"2015-01-01_00:00:00",41.878067,-87.626495,268.098236,254.835312,33.685345,100112.453125,0,0,181.909668,0,0,240.818359,7.754327,0,NA,"41.878067 -87.626495",22.9068248
"521",521,"2015-01-01_00:00:00",41.878067,-87.625366,268.105652,254.839462,33.669086,100119.75,0,0,181.900482,0,0,240.657013,7.708455,0,NA,"41.878067 -87.625366",22.9201736000001
"522",522,"2015-01-01_00:00:00",41.878075,-87.624207,268.112671,254.843506,33.654144,100127.234375,0,0,181.891617,0,0,240.4888,7.66192,0,NA,"41.878075 -87.624207",22.9328078
"523",523,"2015-01-01_00:00:00",41.878075,-87.623077,268.121429,254.848389,33.634834,100134.992188,0,0,181.879929,0,0,240.315018,7.622484,0,NA,"41.878075 -87.623077",22.9485721999999
"524",524,"2015-01-01_00:00:00",41.87809,-87.621948,268.129181,254.852783,33.618042,100142.796875,0,0,181.872391,0,0,240.133392,7.587359,0,NA,"41.87809 -87.621948",22.9625258
"525",525,"2015-01-01_00:00:00",41.878094,-87.620789,268.137268,254.857376,33.600533,100151.085938,0,0,181.858109,0,0,239.97493,7.550619,0,NA,"41.878094 -87.620789",22.9770824
"526",526,"2015-01-01_00:00:00",41.878101,-87.619659,268.14621,254.862427,33.581123,100159.53125,0,0,181.846558,0,0,239.816467,7.513739,0,NA,"41.878101 -87.619659",22.993178
"527",527,"2015-01-01_00:00:00",41.878101,-87.61853,268.155365,254.86763,33.561295,100168.109375,0,0,181.833313,0,0,239.639679,7.478216,0,NA,"41.878101 -87.61853",23.009657
"528",528,"2015-01-01_00:00:00",41.878105,-87.617371,268.163269,254.872086,33.544071,100176.492188,0,0,181.821945,0,0,239.499603,7.446316,0,NA,"41.878105 -87.617371",23.0238842
"529",529,"2015-01-01_00:00:00",41.878819,-87.641327,268.004486,254.783493,33.895012,100026.304688,0,0,182.049911,0,0,243.320969,8.384562,0,NA,"41.878819 -87.641327",22.7380748
"530",530,"2015-01-01_00:00:00",41.87883,-87.640198,268.011566,254.787308,33.878727,100033.648438,0,0,182.043289,0,0,243.136734,8.333194,0,NA,"41.87883 -87.640198",22.7508188
"531",531,"2015-01-01_00:00:00",41.878841,-87.639038,268.019135,254.791382,33.861256,100040.84375,0,0,182.033905,0,0,242.974411,8.279076,0,NA,"41.878841 -87.639038",22.764443
"532",532,"2015-01-01_00:00:00",41.878845,-87.637909,268.027863,254.79599,33.84066,100047.710938,0,0,182.021606,0,0,242.763214,8.227784,0,NA,"41.878845 -87.637909",22.7801534
"533",533,"2015-01-01_00:00:00",41.878853,-87.63678,268.035309,254.799973,33.823322,100054.359375,0,0,182.008331,0,0,242.591431,8.182364,0,NA,"41.878853 -87.63678",22.7935562
"534",534,"2015-01-01_00:00:00",41.878857,-87.63562,268.040985,254.803146,33.810791,100060.90625,0,0,181.999191,0,0,242.418152,8.136488,0,NA,"41.878857 -87.63562",22.803773
"535",535,"2015-01-01_00:00:00",41.878868,-87.634491,268.048248,254.807068,33.794106,100067.328125,0,0,181.988251,0,0,242.222519,8.084923,0,NA,"41.878868 -87.634491",22.8168464
"536",536,"2015-01-01_00:00:00",41.878872,-87.633362,268.055267,254.810837,33.777882,100073.4375,0,0,181.978592,0,0,242.02565,8.040231,0,NA,"41.878872 -87.633362",22.8294806
"537",537,"2015-01-01_00:00:00",41.878883,-87.632202,268.061401,254.814224,33.764133,100079.460938,0,0,181.970474,0,0,241.828827,7.998437,0,NA,"41.878883 -87.632202",22.8405218
"538",538,"2015-01-01_00:00:00",41.878895,-87.631073,268.067505,254.817612,33.75053,100085.609375,0,0,181.953583,0,0,241.638153,7.948305,0,NA,"41.878895 -87.631073",22.851509
"539",539,"2015-01-01_00:00:00",41.878895,-87.629944,268.075348,254.821838,33.732433,100092.015625,0,0,181.939072,0,0,241.445206,7.897923,0,NA,"41.878895 -87.629944",22.8656264000001
"540",540,"2015-01-01_00:00:00",41.878899,-87.628784,268.082428,254.825684,33.716305,100098.335938,0,0,181.930496,0,0,241.244781,7.85248,0,NA,"41.878899 -87.628784",22.8783704
"541",541,"2015-01-01_00:00:00",41.878899,-87.627655,268.089203,254.829453,33.701279,100104.851562,0,0,181.920975,0,0,241.04599,7.810065,0,NA,"41.878899 -87.627655",22.8905654
"542",542,"2015-01-01_00:00:00",41.878914,-87.626526,268.09787,254.834152,33.681404,100111.554688,0,0,181.910782,0,0,240.853577,7.765368,0,NA,"41.878914 -87.626526",22.906166
"543",543,"2015-01-01_00:00:00",41.878914,-87.625366,268.104797,254.838043,33.666225,100118.796875,0,0,181.900558,0,0,240.686081,7.71914,0,NA,"41.878914 -87.625366",22.9186346
"544",544,"2015-01-01_00:00:00",41.878918,-87.624237,268.111511,254.841873,33.651833,100126.140625,0,0,181.888916,0,0,240.514679,7.677437,0,NA,"41.878918 -87.624237",22.9307198
"545",545,"2015-01-01_00:00:00",41.878929,-87.623108,268.120148,254.846695,33.632767,100133.945312,0,0,181.879059,0,0,240.334961,7.63974,0,NA,"41.878929 -87.623108",22.9462664
"546",546,"2015-01-01_00:00:00",41.878941,-87.621948,268.128815,254.851547,33.613644,100141.84375,0,0,181.869171,0,0,240.1642,7.602488,0,NA,"41.878941 -87.621948",22.9618669999999
"547",547,"2015-01-01_00:00:00",41.878948,-87.620819,268.136688,254.855988,33.596497,100150.078125,0,0,181.858795,0,0,240.011383,7.565137,0,NA,"41.878948 -87.620819",22.9760384
"548",548,"2015-01-01_00:00:00",41.878948,-87.619659,268.145172,254.860779,33.578014,100158.460938,0,0,181.848145,0,0,239.871735,7.531663,0,NA,"41.878948 -87.619659",22.9913096
"549",549,"2015-01-01_00:00:00",41.878948,-87.61853,268.154968,254.866241,33.556358,100167.085938,0,0,181.832886,0,0,239.712738,7.496963,0,NA,"41.878948 -87.61853",23.0089424
"550",550,"2015-01-01_00:00:00",41.87896,-87.617401,268.162781,254.870636,33.539284,100175.390625,0,0,181.821548,0,0,239.570358,7.462594,0,NA,"41.87896 -87.617401",23.0230058
"551",551,"2015-01-01_00:00:00",41.879677,-87.641357,268.004425,254.782761,33.891678,100025.648438,0,0,182.0513,0,0,243.344284,8.391362,0,NA,"41.879677 -87.641357",22.737965
"552",552,"2015-01-01_00:00:00",41.879681,-87.640198,268.011353,254.786499,33.875767,100032.921875,0,0,182.04071,0,0,243.165253,8.339183,0,NA,"41.879681 -87.640198",22.7504354
"553",553,"2015-01-01_00:00:00",41.879684,-87.639069,268.019226,254.79071,33.857388,100040.023438,0,0,182.031891,0,0,242.999191,8.28766,0,NA,"41.879684 -87.639069",22.7646068
"554",554,"2015-01-01_00:00:00",41.879684,-87.637939,268.027313,254.794998,33.838417,100046.867188,0,0,182.022339,0,0,242.816452,8.238758,0,NA,"41.879684 -87.637939",22.7791634
"555",555,"2015-01-01_00:00:00",41.8797,-87.63678,268.034668,254.79892,33.821243,100053.492188,0,0,182.004883,0,0,242.624207,8.1898,0,NA,"41.8797 -87.63678",22.7924024
"556",556,"2015-01-01_00:00:00",41.879704,-87.635651,268.040833,254.802307,33.807339,100060,0,0,181.99437,0,0,242.441727,8.141148,0,NA,"41.879704 -87.635651",22.8034994
"557",557,"2015-01-01_00:00:00",41.879715,-87.634491,268.047363,254.805862,33.792473,100066.328125,0,0,181.981949,0,0,242.258209,8.093874,0,NA,"41.879715 -87.634491",22.8152534
"558",558,"2015-01-01_00:00:00",41.879719,-87.633362,268.054199,254.80954,33.776688,100072.421875,0,0,181.973969,0,0,242.062943,8.052617,0,NA,"41.879719 -87.633362",22.8275581999999
"559",559,"2015-01-01_00:00:00",41.879723,-87.632202,268.061127,254.813293,33.760807,100078.5625,0,0,181.96347,0,0,241.891052,8.003654,0,NA,"41.879723 -87.632202",22.8400286
"560",560,"2015-01-01_00:00:00",41.87973,-87.631073,268.067444,254.816772,33.746609,100084.695312,0,0,181.951477,0,0,241.702652,7.952265,0,NA,"41.87973 -87.631073",22.8513992000001
"561",561,"2015-01-01_00:00:00",41.879738,-87.629944,268.075623,254.821136,33.727551,100091.046875,0,0,181.940643,0,0,241.517883,7.905947,0,NA,"41.879738 -87.629944",22.8661214
"562",562,"2015-01-01_00:00:00",41.879745,-87.628784,268.08255,254.824905,33.711742,100097.429688,0,0,181.929123,0,0,241.318604,7.864685,0,NA,"41.879745 -87.628784",22.87859
"563",563,"2015-01-01_00:00:00",41.879757,-87.627655,268.088959,254.828461,33.697544,100104.039062,0,0,181.922638,0,0,241.101105,7.821703,0,NA,"41.879757 -87.627655",22.8901262
"564",564,"2015-01-01_00:00:00",41.879761,-87.626526,268.097198,254.832932,33.678631,100110.765625,0,0,181.91153,0,0,240.901993,7.773071,0,NA,"41.879761 -87.626526",22.9049564
"565",565,"2015-01-01_00:00:00",41.879772,-87.625366,268.104187,254.836807,33.663097,100117.84375,0,0,181.901047,0,0,240.717255,7.728365,0,NA,"41.879772 -87.625366",22.9175366000001
"566",566,"2015-01-01_00:00:00",41.879772,-87.624237,268.110352,254.840363,33.650024,100125.234375,0,0,181.889526,0,0,240.549103,7.689248,0,NA,"41.879772 -87.624237",22.9286336
"567",567,"2015-01-01_00:00:00",41.87978,-87.623108,268.119141,254.845215,33.630375,100132.960938,0,0,181.878784,0,0,240.381943,7.653296,0,NA,"41.87978 -87.623108",22.9444538
"568",568,"2015-01-01_00:00:00",41.87978,-87.621948,268.128754,254.850479,33.608654,100140.804688,0,0,181.870529,0,0,240.214035,7.615523,0,NA,"41.87978 -87.621948",22.9617572
"569",569,"2015-01-01_00:00:00",41.879795,-87.620819,268.136169,254.854691,33.592628,100149.078125,0,0,181.859589,0,0,240.042679,7.579722,0,NA,"41.879795 -87.620819",22.9751042
"570",570,"2015-01-01_00:00:00",41.879799,-87.61969,268.144257,254.859253,33.575016,100157.4375,0,0,181.848648,0,0,239.900421,7.545573,0,NA,"41.879799 -87.61969",22.9896626
"571",571,"2015-01-01_00:00:00",41.879807,-87.61853,268.153656,254.864502,33.554218,100165.960938,0,0,181.832443,0,0,239.76239,7.50827,0,NA,"41.879807 -87.61853",23.0065808
"572",572,"2015-01-01_00:00:00",41.879807,-87.617401,268.162445,254.86937,33.534592,100174.242188,0,0,181.824097,0,0,239.615067,7.475794,0,NA,"41.879807 -87.617401",23.022401
"573",573,"2015-01-01_00:00:00",41.880524,-87.641357,268.003754,254.781754,33.890003,100024.84375,0,0,182.045837,0,0,243.360199,8.399848,0,NA,"41.880524 -87.641357",22.7367572
"574",574,"2015-01-01_00:00:00",41.880527,-87.640198,268.010406,254.785385,33.874866,100032.09375,0,0,182.039536,0,0,243.18573,8.345873,0,NA,"41.880527 -87.640198",22.7487308
"575",575,"2015-01-01_00:00:00",41.880539,-87.639069,268.018158,254.789505,33.856739,100039.15625,0,0,182.028168,0,0,242.998764,8.295711,0,NA,"41.880539 -87.639069",22.7626844000001
"576",576,"2015-01-01_00:00:00",41.880543,-87.637939,268.025909,254.79361,33.83852,100045.859375,0,0,182.019501,0,0,242.826141,8.246543,0,NA,"41.880543 -87.637939",22.7766362
"577",577,"2015-01-01_00:00:00",41.880547,-87.63678,268.03299,254.797394,33.821999,100052.546875,0,0,182.004456,0,0,242.649933,8.200218,0,NA,"41.880547 -87.63678",22.789382
"578",578,"2015-01-01_00:00:00",41.880562,-87.635651,268.040253,254.80127,33.805107,100059.070312,0,0,181.992767,0,0,242.481201,8.151721,0,NA,"41.880562 -87.635651",22.8024554
"579",579,"2015-01-01_00:00:00",41.880566,-87.634521,268.046814,254.804855,33.790184,100065.421875,0,0,181.982773,0,0,242.289124,8.104795,0,NA,"41.880566 -87.634521",22.8142652
"580",580,"2015-01-01_00:00:00",41.880569,-87.633362,268.054657,254.809036,33.771877,100071.640625,0,0,181.968323,0,0,242.102417,8.056852,0,NA,"41.880569 -87.633362",22.8283826000001
"581",581,"2015-01-01_00:00:00",41.880577,-87.632233,268.061707,254.81282,33.755562,100077.703125,0,0,181.956177,0,0,241.938812,8.006156,0,NA,"41.880577 -87.632233",22.8410726
"582",582,"2015-01-01_00:00:00",41.880581,-87.631104,268.067444,254.81601,33.742809,100083.765625,0,0,181.948196,0,0,241.74913,7.958851,0,NA,"41.880581 -87.631104",22.8513992000001
"583",583,"2015-01-01_00:00:00",41.880581,-87.629944,268.074921,254.820023,33.725479,100090.054688,0,0,181.934967,0,0,241.561813,7.914747,0,NA,"41.880581 -87.629944",22.8648578
"584",584,"2015-01-01_00:00:00",41.880592,-87.628815,268.082245,254.823944,33.708492,100096.46875,0,0,181.926987,0,0,241.37175,7.874814,0,NA,"41.880592 -87.628815",22.878041
"585",585,"2015-01-01_00:00:00",41.880604,-87.627686,268.088348,254.827347,33.694988,100103.171875,0,0,181.921036,0,0,241.168823,7.828868,0,NA,"41.880604 -87.627686",22.8890264
"586",586,"2015-01-01_00:00:00",41.880608,-87.626526,268.0961,254.831558,33.677277,100109.859375,0,0,181.908508,0,0,240.965881,7.780088,0,NA,"41.880608 -87.626526",22.90298
"587",587,"2015-01-01_00:00:00",41.880615,-87.625397,268.103607,254.835663,33.660309,100117.007812,0,0,181.897476,0,0,240.772888,7.737601,0,NA,"41.880615 -87.625397",22.9164926
"588",588,"2015-01-01_00:00:00",41.880619,-87.624237,268.109772,254.839172,33.647041,100124.242188,0,0,181.88855,0,0,240.60025,7.699282,0,NA,"41.880619 -87.624237",22.9275896
"589",589,"2015-01-01_00:00:00",41.88063,-87.623108,268.118744,254.844086,33.626713,100131.890625,0,0,181.875793,0,0,240.424774,7.663119,0,NA,"41.88063 -87.623108",22.9437392
"590",590,"2015-01-01_00:00:00",41.880634,-87.621979,268.128204,254.849243,33.605228,100139.671875,0,0,181.868149,0,0,240.259796,7.627664,0,NA,"41.880634 -87.621979",22.9607672
"591",591,"2015-01-01_00:00:00",41.880642,-87.620819,268.134918,254.853119,33.590996,100148.007812,0,0,181.8573,0,0,240.112869,7.590394,0,NA,"41.880642 -87.620819",22.9728524
"592",592,"2015-01-01_00:00:00",41.880653,-87.61969,268.143188,254.857742,33.572765,100156.390625,0,0,181.848801,0,0,239.950729,7.555278,0,NA,"41.880653 -87.61969",22.9877384
"593",593,"2015-01-01_00:00:00",41.880661,-87.61853,268.152832,254.863068,33.551174,100164.84375,0,0,181.835464,0,0,239.808441,7.522538,0,NA,"41.880661 -87.61853",23.0050976
"594",594,"2015-01-01_00:00:00",41.880665,-87.617401,268.162201,254.868195,33.529991,100173.15625,0,0,181.824066,0,0,239.656296,7.491302,0,NA,"41.880665 -87.617401",23.0219618
"595",595,"2015-01-01_00:00:00",41.881371,-87.641357,268.003479,254.78096,33.887402,100023.992188,0,0,182.040222,0,0,243.353149,8.404077,0,NA,"41.881371 -87.641357",22.7362622000001
"596",596,"2015-01-01_00:00:00",41.881382,-87.640228,268.009735,254.784378,33.873234,100031.203125,0,0,182.030731,0,0,243.209229,8.354275,0,NA,"41.881382 -87.640228",22.7475229999999
"597",597,"2015-01-01_00:00:00",41.881386,-87.639069,268.016785,254.788162,33.856918,100038.28125,0,0,182.026337,0,0,243.021393,8.306272,0,NA,"41.881386 -87.639069",22.760213
"598",598,"2015-01-01_00:00:00",41.881393,-87.637939,268.025024,254.792496,33.837357,100045.046875,0,0,182.016235,0,0,242.849106,8.256792,0,NA,"41.881393 -87.637939",22.7750432
"599",599,"2015-01-01_00:00:00",41.881393,-87.63678,268.031525,254.796005,33.822388,100051.710938,0,0,182.00351,0,0,242.668915,8.206427,0,NA,"41.881393 -87.63678",22.786745
"600",600,"2015-01-01_00:00:00",41.881397,-87.635651,268.039185,254.800064,33.804386,100058.210938,0,0,181.993591,0,0,242.510651,8.156899,0,NA,"41.881397 -87.635651",22.800533
"601",601,"2015-01-01_00:00:00",41.881413,-87.634521,268.0466,254.804047,33.787243,100064.648438,0,0,181.981796,0,0,242.348846,8.10927,0,NA,"41.881413 -87.634521",22.81388
"602",602,"2015-01-01_00:00:00",41.881416,-87.633362,268.054565,254.808273,33.768562,100070.78125,0,0,181.967743,0,0,242.176041,8.05906,0,NA,"41.881416 -87.633362",22.8282170000001
"603",603,"2015-01-01_00:00:00",41.881424,-87.632233,268.061768,254.812134,33.751816,100076.875,0,0,181.952652,0,0,241.977371,8.012502,0,NA,"41.881424 -87.632233",22.8411823999999
"604",604,"2015-01-01_00:00:00",41.881428,-87.631104,268.067535,254.815323,33.738941,100082.96875,0,0,181.944534,0,0,241.790085,7.967713,0,NA,"41.881428 -87.631104",22.8515630000001
"605",605,"2015-01-01_00:00:00",41.881439,-87.629944,268.074219,254.818939,33.723598,100089.148438,0,0,181.935135,0,0,241.602478,7.925008,0,NA,"41.881439 -87.629944",22.8635942
"606",606,"2015-01-01_00:00:00",41.881443,-87.628815,268.081055,254.822601,33.70776,100095.523438,0,0,181.928513,0,0,241.409882,7.883916,0,NA,"41.881443 -87.628815",22.875899
"607",607,"2015-01-01_00:00:00",41.881451,-87.627686,268.087921,254.82634,33.692093,100102.179688,0,0,181.91864,0,0,241.227798,7.834814,0,NA,"41.881451 -87.627686",22.8882578
"608",608,"2015-01-01_00:00:00",41.881462,-87.626526,268.095337,254.830399,33.675274,100109.039062,0,0,181.904251,0,0,241.032471,7.786355,0,NA,"41.881462 -87.626526",22.9016065999999
"609",609,"2015-01-01_00:00:00",41.881466,-87.625397,268.10379,254.834946,33.655804,100116.03125,0,0,181.895508,0,0,240.828552,7.745461,0,NA,"41.881466 -87.625397",22.916822
"610",610,"2015-01-01_00:00:00",41.881474,-87.624268,268.109741,254.838333,33.642952,100123.234375,0,0,181.886993,0,0,240.643112,7.709599,0,NA,"41.881474 -87.624268",22.9275338
"611",611,"2015-01-01_00:00:00",41.881481,-87.623108,268.118317,254.843018,33.623489,100130.796875,0,0,181.874283,0,0,240.48938,7.673933,0,NA,"41.881481 -87.623108",22.9429706
"612",612,"2015-01-01_00:00:00",41.881481,-87.621979,268.127625,254.848083,33.602295,100138.648438,0,0,181.86499,0,0,240.302826,7.634405,0,NA,"41.881481 -87.621979",22.959725
"613",613,"2015-01-01_00:00:00",41.881489,-87.62085,268.134216,254.851868,33.588284,100146.898438,0,0,181.858765,0,0,240.156219,7.59782,0,NA,"41.881489 -87.62085",22.9715887999999
"614",614,"2015-01-01_00:00:00",41.881493,-87.61969,268.142365,254.856415,33.570248,100155.296875,0,0,181.84903,0,0,240.009079,7.567424,0,NA,"41.881493 -87.61969",22.986257
"615",615,"2015-01-01_00:00:00",41.881504,-87.618561,268.152252,254.861816,33.547852,100163.78125,0,0,181.836639,0,0,239.86731,7.533082,0,NA,"41.881504 -87.618561",23.0040536
"616",616,"2015-01-01_00:00:00",41.881508,-87.617432,268.161682,254.866974,33.52644,100172.03125,0,0,181.82428,0,0,239.725616,7.500154,0,NA,"41.881508 -87.617432",23.0210276
"617",617,"2015-01-01_00:00:00",41.882221,-87.641357,268.002441,254.779831,33.886913,100023.117188,0,0,182.036575,0,0,243.382782,8.409194,0,NA,"41.882221 -87.641357",22.7343938
"618",618,"2015-01-01_00:00:00",41.882229,-87.640228,268.009552,254.78363,33.87043,100030.398438,0,0,182.028275,0,0,243.202698,8.361342,0,NA,"41.882229 -87.640228",22.7471935999999
"619",619,"2015-01-01_00:00:00",41.882236,-87.639099,268.015717,254.786987,33.85638,100037.4375,0,0,182.020157,0,0,243.033478,8.313747,0,NA,"41.882236 -87.639099",22.7582906
"620",620,"2015-01-01_00:00:00",41.88224,-87.637939,268.023621,254.791168,33.837738,100044.234375,0,0,182.011414,0,0,242.869751,8.26085,0,NA,"41.88224 -87.637939",22.7725178
"621",621,"2015-01-01_00:00:00",41.882244,-87.63681,268.031189,254.795197,33.820057,100050.976562,0,0,182.001465,0,0,242.712173,8.210898,0,NA,"41.882244 -87.63681",22.7861402
"622",622,"2015-01-01_00:00:00",41.882256,-87.635681,268.038544,254.799103,33.802803,100057.4375,0,0,181.990982,0,0,242.535126,8.162077,0,NA,"41.882256 -87.635681",22.7993792
"623",623,"2015-01-01_00:00:00",41.882271,-87.634521,268.046509,254.803314,33.784042,100063.796875,0,0,181.982788,0,0,242.357483,8.115129,0,NA,"41.882271 -87.634521",22.8137162
"624",624,"2015-01-01_00:00:00",41.882275,-87.633392,268.053864,254.807251,33.766903,100069.851562,0,0,181.969986,0,0,242.184296,8.070621,0,NA,"41.882275 -87.633392",22.8269551999999
"625",625,"2015-01-01_00:00:00",41.882275,-87.632263,268.060608,254.810867,33.751328,100075.96875,0,0,181.958862,0,0,242.00119,8.025142,0,NA,"41.882275 -87.632263",22.8390944
"626",626,"2015-01-01_00:00:00",41.882286,-87.631104,268.067413,254.814545,33.735641,100082.101562,0,0,181.945038,0,0,241.810074,7.977632,0,NA,"41.882286 -87.631104",22.8513434
"627",627,"2015-01-01_00:00:00",41.88229,-87.629974,268.07373,254.817978,33.721207,100088.265625,0,0,181.933701,0,0,241.615662,7.936081,0,NA,"41.88229 -87.629974",22.862714
"628",628,"2015-01-01_00:00:00",41.88229,-87.628845,268.079956,254.82135,33.706932,100094.585938,0,0,181.923615,0,0,241.432007,7.890733,0,NA,"41.88229 -87.628845",22.8739208
"629",629,"2015-01-01_00:00:00",41.882294,-87.627686,268.08725,254.825256,33.690044,100101.203125,0,0,181.911362,0,0,241.259827,7.838258,0,NA,"41.882294 -87.627686",22.88705
"630",630,"2015-01-01_00:00:00",41.882305,-87.626556,268.094421,254.829178,33.673782,100107.945312,0,0,181.898453,0,0,241.08963,7.794236,0,NA,"41.882305 -87.626556",22.8999578
"631",631,"2015-01-01_00:00:00",41.882305,-87.625397,268.10318,254.833893,33.65353,100115.039062,0,0,181.889679,0,0,240.901382,7.757401,0,NA,"41.882305 -87.625397",22.915724
"632",632,"2015-01-01_00:00:00",41.882324,-87.624268,268.109009,254.837189,33.640877,100122.179688,0,0,181.881668,0,0,240.68364,7.718971,0,NA,"41.882324 -87.624268",22.9262162
"633",633,"2015-01-01_00:00:00",41.882328,-87.623108,268.117401,254.841766,33.621834,100129.890625,0,0,181.872696,0,0,240.528534,7.679476,0,NA,"41.882328 -87.623108",22.9413218
"634",634,"2015-01-01_00:00:00",41.882336,-87.621979,268.126465,254.846695,33.601173,100137.632812,0,0,181.862289,0,0,240.383331,7.641634,0,NA,"41.882336 -87.621979",22.957637
"635",635,"2015-01-01_00:00:00",41.882339,-87.62085,268.134918,254.851379,33.58231,100145.898438,0,0,181.854324,0,0,240.209854,7.607373,0,NA,"41.882339 -87.62085",22.9728524
"636",636,"2015-01-01_00:00:00",41.882339,-87.61969,268.1427,254.855728,33.565109,100154.273438,0,0,181.844421,0,0,240.074493,7.571957,0,NA,"41.882339 -87.61969",22.98686
"637",637,"2015-01-01_00:00:00",41.882347,-87.618561,268.151642,254.860626,33.544937,100162.648438,0,0,181.835831,0,0,239.927841,7.538804,0,NA,"41.882347 -87.618561",23.0029556
